"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"I love when a western is done right. This one looks fantastic. #hostiles #film #Oscars https://t.co/qkLGFZdA6z",FALSE,1,NA,2017-10-04 01:04:49,FALSE,NA,"915382162194497537",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Aric_Hendrix",0,FALSE,FALSE,NA,NA
"#Role: Maxine Lund#Movie: Being John Malkovich (1999)#Actress: Catherine Keener#BeingJohnMalkovich #CatherineKeener #Oscars",FALSE,0,NA,2017-10-04 01:03:36,FALSE,NA,"915381856668762112",NA,"<a href=""http://twitter.com"" rel=""nofollow""><U+6620><U+753B><U+306E><U+30AD><U+30E3><U+30E9><U+30AF><U+30BF><U+30FC></a>","hlhnwhel3xcohjc",0,FALSE,FALSE,NA,NA
"RT @AwardsCircuit: CONFIRMATION! Claire Foy to campaign in SUPPORTING ACTRESS for her work in ""Breathe"" #oscars #clairefoy https://t.co/KKj…",FALSE,0,NA,2017-10-04 01:03:34,FALSE,NA,"915381850515918848",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","blablah91",12,TRUE,FALSE,NA,NA
"RT @louisvirtel: ""Suicide Squad"" has more Oscars than ""Carol,"" in case you needed a reason to take to the streets this evening. #Oscars",FALSE,0,NA,2017-10-04 00:54:11,FALSE,NA,"915379488585904129",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","HeyGirlSamantha",391,TRUE,FALSE,NA,NA
"RT @TheEllenShow: If only Bradley's arm was longer. Best photo ever. #oscars http://t.co/C9U5NOtGap",FALSE,0,NA,2017-10-04 00:38:36,FALSE,NA,"915375567238832128",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ElementalLogic",3431246,TRUE,FALSE,NA,NA
"#Role: Mari Hoff#Movie: Little Voice (1998)#Actress: Brenda Blethyn#LittleVoice #BrendaBlethyn #Oscars",FALSE,0,NA,2017-10-04 00:32:24,FALSE,NA,"915374005497954304",NA,"<a href=""http://twitter.com"" rel=""nofollow""><U+6620><U+753B><U+306E><U+30AD><U+30E3><U+30E9><U+30AF><U+30BF><U+30FC></a>","hlhnwhel3xcohjc",0,FALSE,FALSE,NA,NA
"#Oscars Which is worse never to have passion.",FALSE,0,NA,2017-10-04 00:26:07,FALSE,NA,"915372424228679681",NA,"<a href=""http://127.0.0.1"" rel=""nofollow"">polindex</a>","TrumpMarkovBot",0,FALSE,FALSE,NA,NA
"#Oscars #KateWinslet with #JamesCameron  For the second Time in #Avatar returns to pandora https://t.co/Xv4cUHOJ0T",FALSE,0,NA,2017-10-04 00:19:38,FALSE,NA,"915370792518602752",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","zoumrouda",0,FALSE,FALSE,NA,NA
"Tell the truth! Tell the truth! #Oscars",FALSE,0,NA,2017-10-04 00:18:32,FALSE,NA,"915370517359677440",NA,"<a href=""http://cheapbotsdonequick.com"" rel=""nofollow"">Cheap Bots, Done Quick!</a>","DoctorWillSmith",0,FALSE,FALSE,NA,NA
"For yrs its lead actress kept the #Oscars she rec'd for this #film in a cupboard, wrapped in a paper bag -… https://t.co/lzVG3I1tlP",FALSE,0,NA,2017-10-03 23:55:00,TRUE,NA,"915364593945387008",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","dvdinfatuation",0,FALSE,FALSE,NA,NA
"RT @UpfrontAfrica: This #SouthAfrica film exploring the traditional initiation of male Xhosa youths 'ulwaluko' will be a strong #Oscars con…",FALSE,0,NA,2017-10-03 23:51:26,FALSE,NA,"915363697517846528",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","afdinhouston",12,TRUE,FALSE,NA,NA
"#Role: Agent Rupert Anderson#Movie: Mississippi Burning (1988)#Actor: Gene Hackman#MississippiBurning #GeneHackman #Oscars",FALSE,1,NA,2017-10-03 23:42:22,FALSE,NA,"915361412729290752",NA,"<a href=""http://twitter.com"" rel=""nofollow""><U+6620><U+753B><U+306E><U+30AD><U+30E3><U+30E9><U+30AF><U+30BF><U+30FC></a>","hlhnwhel3xcohjc",1,FALSE,FALSE,NA,NA
"#Role: Louis VII of France#Movie: Becket (1964)#Actor: John Gielgud#Becket #JohnGielgud #Oscars",FALSE,0,NA,2017-10-03 23:42:02,FALSE,NA,"915361331544338432",NA,"<a href=""http://twitter.com"" rel=""nofollow""><U+6620><U+753B><U+306E><U+30AD><U+30E3><U+30E9><U+30AF><U+30BF><U+30FC></a>","hlhnwhel3xcohjc",0,FALSE,FALSE,NA,NA
"From one learner to you. Don’t hold back the knowledge. That’s markets opening.

#emmys #oscars #indie #youtube… https://t.co/MWnG18k8d9",FALSE,0,NA,2017-10-03 23:40:04,TRUE,NA,"915360837614874624",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","FoloraRecords",0,FALSE,FALSE,NA,NA
"RT @Road2Oscars: #Oscars news:
Yesterday, Oct 2nd was the deadline for Live Action, Anim Shorts, &amp; Foreign Lang submissions. Look for the f…",FALSE,0,NA,2017-10-03 23:36:19,FALSE,NA,"915359893166555136",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Road2Oscars",1,TRUE,FALSE,NA,NA
"RT @TheEllenShow: If only Bradley's arm was longer. Best photo ever. #oscars http://t.co/C9U5NOtGap",FALSE,0,NA,2017-10-03 23:25:16,FALSE,NA,"915357113119072256",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","FLE666H",3431246,TRUE,FALSE,NA,NA
"RT @TheEllenShow: If only Bradley's arm was longer. Best photo ever. #oscars http://t.co/C9U5NOtGap",FALSE,0,NA,2017-10-03 23:16:54,FALSE,NA,"915355005296791552",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Daddyy_",3431246,TRUE,FALSE,NA,NA
"#Role: Jeffrey Goines#Movie: 12 Monkeys (1995)#Actor: Brad Pitt#12Monkeys #BradPitt #Oscars",FALSE,0,NA,2017-10-03 23:05:18,FALSE,NA,"915352084588879872",NA,"<a href=""http://twitter.com"" rel=""nofollow""><U+6620><U+753B><U+306E><U+30AD><U+30E3><U+30E9><U+30AF><U+30BF><U+30FC></a>","hlhnwhel3xcohjc",0,FALSE,FALSE,NA,NA
"RT @hlhnwhel3xcohjc: #Role: Steve Martin#Movie: The Jolson Story (1946)#Actor: William Demarest#TheJolsonStory #WilliamDemarest #Oscars",FALSE,0,NA,2017-10-03 22:57:26,FALSE,NA,"915350104936189952",NA,"<a href=""http://yveszaveldesigns.co.za"" rel=""nofollow"">TrannyBot</a>","nyueveyves77",1,TRUE,FALSE,NA,NA
"#Role: Steve Martin#Movie: The Jolson Story (1946)#Actor: William Demarest#TheJolsonStory #WilliamDemarest #Oscars",FALSE,0,NA,2017-10-03 22:57:07,FALSE,NA,"915350026464878593",NA,"<a href=""http://twitter.com"" rel=""nofollow""><U+6620><U+753B><U+306E><U+30AD><U+30E3><U+30E9><U+30AF><U+30BF><U+30FC></a>","hlhnwhel3xcohjc",1,FALSE,FALSE,NA,NA
"#Role: Hallie Hobart#Movie: The Devil's Holiday (1930)#Actress: Nancy Carroll#TheDevilsHoliday #NancyCarroll #Oscars",FALSE,0,NA,2017-10-03 22:48:49,FALSE,NA,"915347938640986112",NA,"<a href=""http://twitter.com"" rel=""nofollow""><U+6620><U+753B><U+306E><U+30AD><U+30E3><U+30E9><U+30AF><U+30BF><U+30FC></a>","hlhnwhel3xcohjc",0,FALSE,FALSE,NA,NA
"RT @ellieskg: ''Bye for now...but y'all haven't seen the last of me here''
#DakotaJohnson #Oscars https://t.co/VvwA9AiIso",FALSE,0,NA,2017-10-03 22:48:41,FALSE,NA,"915347906097549312",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","alida_v",7,TRUE,FALSE,NA,NA
"RT @TheEllenShow: If only Bradley's arm was longer. Best photo ever. #oscars http://t.co/C9U5NOtGap",FALSE,0,NA,2017-10-03 22:45:33,FALSE,NA,"915347117224464384",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","nabzzzz8123",3431246,TRUE,FALSE,NA,NA
"RT @SableFilms: #Oscars #Platinum #Gold South Africa Enters ‘The Wound’ in Foreign-Language Oscar Race https://t.co/RwEB0E85TR via @variety",FALSE,0,NA,2017-10-03 22:39:21,FALSE,NA,"915345557203365888",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Suki_theMovie",0,TRUE,FALSE,NA,NA
"RT @SableFilms: #Oscars #Platinum #Gold James Franco’s ‘The Disaster Artist’ Wins San Sebastian https://t.co/VlOkRdu10F via @variety",FALSE,0,NA,2017-10-03 22:39:18,FALSE,NA,"915345542586224640",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Suki_theMovie",1,TRUE,FALSE,NA,NA
"RT @SableFilms: #Oscars #Platinum #Gold: Is ‘Blade Runner 2049’ Another ‘Mad Max: Fury Road?’ https://t.co/fOyrBTkCOC via @variety",FALSE,0,NA,2017-10-03 22:39:15,FALSE,NA,"915345530389192705",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Suki_theMovie",1,TRUE,FALSE,NA,NA
"RT @SableFilms: #Oscars #Platinum #Gold New Zealand Loops in ‘One Thousand Ropes’ for Oscars Contention https://t.co/Sdq8Df8STo via @variety",FALSE,0,NA,2017-10-03 22:39:02,FALSE,NA,"915345474730823680",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Suki_theMovie",2,TRUE,FALSE,NA,NA
"RT @ellieskg: ''Bye for now...but y'all haven't seen the last of me here''
#DakotaJohnson #Oscars https://t.co/VvwA9AiIso",FALSE,0,NA,2017-10-03 22:37:46,FALSE,NA,"915345158522142721",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Paty_one",7,TRUE,FALSE,NA,NA
"RT @SableFilms: #Oscars #Platinum #Gold
SableFilms International Inc. https://t.co/v866G3ugyF",FALSE,0,NA,2017-10-03 22:37:22,FALSE,NA,"915345056978149376",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Suki_theMovie",1,TRUE,FALSE,NA,NA
"#Role: Homer Smith#Movie: Lilies of the Field (1963)#Actor: Sidney Poitier #LiliesoftheField #SidneyPoitier #Oscars",FALSE,0,NA,2017-10-03 22:32:50,FALSE,NA,"915343914256625665",NA,"<a href=""http://twitter.com"" rel=""nofollow""><U+6620><U+753B><U+306E><U+30AD><U+30E3><U+30E9><U+30AF><U+30BF><U+30FC></a>","hlhnwhel3xcohjc",0,FALSE,FALSE,NA,NA
"RT @jrtpics: Disney/#Oscars <ed><U+00A0><U+00BD><ed><U+00B3><U+00B7> @jtimberlake https://t.co/DJ903TBUXf",FALSE,0,NA,2017-10-03 22:31:34,FALSE,NA,"915343597091934208",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","carinaduek3",17,TRUE,FALSE,NA,NA
"Oscar voters held a rare members-only meeting to discuss the Netflix problem – Business Insider https://t.co/1FEvNdtZ3E #Oscars",FALSE,1,NA,2017-10-03 22:31:24,FALSE,NA,"915343554574258181",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","zennie62",3,FALSE,FALSE,NA,NA
"RT @ellieskg: ''Bye for now...but y'all haven't seen the last of me here''
#DakotaJohnson #Oscars https://t.co/VvwA9AiIso",FALSE,0,NA,2017-10-03 22:29:24,FALSE,NA,"915343050641215488",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DenisseeMacias",7,TRUE,FALSE,NA,NA
"Meet the superhero everybody loves to hate-- me. #Oscars",FALSE,0,NA,2017-10-03 22:18:33,FALSE,NA,"915340322242269188",NA,"<a href=""http://cheapbotsdonequick.com"" rel=""nofollow"">Cheap Bots, Done Quick!</a>","DoctorWillSmith",0,FALSE,FALSE,NA,NA
"RT @SirJadeja: #BREAKING: #Newton Retracted From #Oscars. #HoneyPreet Insan's Interview To Be Nominated Instead. 
#HoneyPreetInsan https://…",FALSE,0,NA,2017-10-03 22:18:08,FALSE,NA,"915340215220187136",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","tusharmandhyan",23,TRUE,FALSE,NA,NA
"RT @ellieskg: ''Bye for now...but y'all haven't seen the last of me here''
#DakotaJohnson #Oscars https://t.co/VvwA9AiIso",FALSE,0,NA,2017-10-03 22:11:59,FALSE,NA,"915338667320786944",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","KreukRyan",7,TRUE,FALSE,NA,NA
"@TheAcademy are you listening? https://t.co/6OJEeX1giH DO NOT BAN NETFLIX. Don't do it. Do the right thing for once. It's 2017. #Oscars",FALSE,0,"TheAcademy",2017-10-03 22:11:08,FALSE,NA,"915338455017652224","200163448","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","klknott",0,FALSE,FALSE,NA,NA
"#Role: Max#Movie: Midnight Express (1978)#Actor: John Hurt#MidnightExpress #JohnHurt #Oscars",FALSE,0,NA,2017-10-03 22:10:22,FALSE,NA,"915338262415155201",NA,"<a href=""http://twitter.com"" rel=""nofollow""><U+6620><U+753B><U+306E><U+30AD><U+30E3><U+30E9><U+30AF><U+30BF><U+30FC></a>","hlhnwhel3xcohjc",0,FALSE,FALSE,NA,NA
"RT @ellieskg: ''Bye for now...but y'all haven't seen the last of me here''
#DakotaJohnson #Oscars https://t.co/VvwA9AiIso",FALSE,0,NA,2017-10-03 22:08:25,FALSE,NA,"915337769659932672",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","liissett_",7,TRUE,FALSE,NA,NA
"RT @ellieskg: ''Bye for now...but y'all haven't seen the last of me here''
#DakotaJohnson #Oscars https://t.co/VvwA9AiIso",FALSE,0,NA,2017-10-03 22:05:27,FALSE,NA,"915337026844659713",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Ninadjjd",7,TRUE,FALSE,NA,NA
"''Bye for now...but y'all haven't seen the last of me here''
#DakotaJohnson #Oscars https://t.co/VvwA9AiIso",FALSE,47,NA,2017-10-03 22:01:35,FALSE,NA,"915336050930847744",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ellieskg",7,FALSE,FALSE,NA,NA
"Gay love &amp; tribal manhood represent #SouthAfrica at #Oscars

#AD - OUTtv.ca - https://t.co/8guTUJ8S0H

#Inxeba… https://t.co/TqQxzKQWtY",FALSE,0,NA,2017-10-03 22:00:32,TRUE,NA,"915335785393655808",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","Miss_Leeze",0,FALSE,FALSE,NA,NA
"Gay love &amp; tribal manhood represent #SouthAfrica at #Oscars

#AD - OUTtv.ca - https://t.co/YOMjlp1dns

#Inxeba… https://t.co/lMnR2PUZ24",FALSE,0,NA,2017-10-03 21:50:08,TRUE,NA,"915333171289444352",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","Pinksixty_News",0,FALSE,FALSE,NA,NA
"#Role: Howard Bevans#Movie: Picnic (1955)#Actor: Arthur O'Connell#Picnic #ArthurOConnell #Oscars",FALSE,0,NA,2017-10-03 21:42:08,FALSE,NA,"915331157163630592",NA,"<a href=""http://twitter.com"" rel=""nofollow""><U+6620><U+753B><U+306E><U+30AD><U+30E3><U+30E9><U+30AF><U+30BF><U+30FC></a>","hlhnwhel3xcohjc",0,FALSE,FALSE,NA,NA
"7 Lessons on #SocialMedia From the #Oscars https://t.co/wcsS7up2So https://t.co/jJM7qkBF5x",FALSE,0,NA,2017-10-03 21:41:10,FALSE,NA,"915330912430313472",NA,"<a href=""https://www.socialoomph.com"" rel=""nofollow"">SocialOomph</a>","JanDemsar",0,FALSE,FALSE,NA,NA
"RT @TheEllenShow: If only Bradley's arm was longer. Best photo ever. #oscars http://t.co/C9U5NOtGap",FALSE,0,NA,2017-10-03 21:37:32,FALSE,NA,"915329997325295616",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","alanss0221",3431246,TRUE,FALSE,NA,NA
"RT @TheDailyPopcorn: Christian Bale’s western film “#Hostiles” officially enters the #Oscars race. https://t.co/pW5cfVY3B8",FALSE,0,NA,2017-10-03 21:32:17,FALSE,NA,"915328676245491713",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","schelmetyjosh1",2,TRUE,FALSE,NA,NA
"RT @TheDailyPopcorn: Christian Bale’s western film “#Hostiles” officially enters the #Oscars race. https://t.co/pW5cfVY3B8",FALSE,0,NA,2017-10-03 21:32:02,FALSE,NA,"915328613976805376",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TheDailyPopcorn",2,TRUE,FALSE,NA,NA
"#Role: Howard Cosell#Movie: Ali (2001)#Actor: Jon Voight#Ali #JonVoight #Oscars",FALSE,0,NA,2017-10-03 21:30:06,FALSE,NA,"915328128615985152",NA,"<a href=""http://twitter.com"" rel=""nofollow""><U+6620><U+753B><U+306E><U+30AD><U+30E3><U+30E9><U+30AF><U+30BF><U+30FC></a>","hlhnwhel3xcohjc",0,FALSE,FALSE,NA,NA
"RT @coveo: We're working on a very secret video project with #SitecoreMVP's @jflh and @SilaouO. Is there a @Sitecore version of the #Oscars…",FALSE,0,NA,2017-10-03 21:29:35,FALSE,NA,"915327996621402112",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","seamusoriordan",2,TRUE,FALSE,NA,NA
"Congratulations to tapairportugal for and #UP for winning the #oscars of the #worldtourism at… https://t.co/pGbjID4I6p",FALSE,0,NA,2017-10-03 21:27:29,FALSE,NA,"915327471419092992",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","notiflygh",0,FALSE,FALSE,NA,NA
"#Role: Eleanor of Aquitaine#Movie: The Lion in Winter (1968)#Actress: Katharine Hepburn#TheLioninWinter #KatharineHepburn #Oscars",FALSE,0,NA,2017-10-03 21:27:15,FALSE,NA,"915327413294264320",NA,"<a href=""http://twitter.com"" rel=""nofollow""><U+6620><U+753B><U+306E><U+30AD><U+30E3><U+30E9><U+30AF><U+30BF><U+30FC></a>","hlhnwhel3xcohjc",0,FALSE,FALSE,NA,NA
"RT @TheWound_SAfilm: We did it! #Inxeba #TheWound #Oscars #ProudlySouthAfrican https://t.co/kemVQsVW6V",FALSE,0,NA,2017-10-03 21:22:46,FALSE,NA,"915326283332161536",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Stephxnie_C",1342,TRUE,FALSE,NA,NA
"RT @THR: #Oscars Predictions: THR's analyst taps @RealGDT, Christopher Nolan &amp; Joe Wright as Best Director frontrunners https://t.co/Za7rZI…",FALSE,0,NA,2017-10-03 21:12:38,FALSE,NA,"915323734835318786",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","LuminosaFilms",33,TRUE,FALSE,NA,NA
"@sarahmbroom @Jette5459 @NextBestPicture @InSessionFilm @SamCoffey72 @mavericksmovies @mikemovie @jdonbirnam… https://t.co/LEyZ4zgIIx",FALSE,0,"Road2Oscars",2017-10-03 21:02:04,TRUE,"915320088898629632","915321073972817925","2176774740","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Road2Oscars",0,FALSE,FALSE,NA,NA
"RT @AwardsCircuit: CONFIRMATION! Algee Smith will campaign in LEAD ACTOR for his work in ""Detroit."" Everyone else in supporting. #Oscars #d…",FALSE,0,NA,2017-10-03 21:00:46,FALSE,NA,"915320748734124032",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","chiIdishburgos",156,TRUE,FALSE,NA,NA
"RT @TheEllenShow: If only Bradley's arm was longer. Best photo ever. #oscars http://t.co/C9U5NOtGap",FALSE,0,NA,2017-10-03 20:54:37,FALSE,NA,"915319199332995072",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Galouu__",3431246,TRUE,FALSE,NA,NA
"RT @RightWingAngel: “The Forgotten Men and Women of Our Country Will Be Forgotten No Longer.” -   <ed><U+00A0><U+00BC><ed><U+00B7><U+00BA><ed><U+00A0><U+00BC><ed><U+00B7><U+00B8>@realDonaldTrump  #Oscars #WinnerIsDJT…",FALSE,0,NA,2017-10-03 20:46:58,FALSE,NA,"915317271802687488",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Butterfly4Am",20544,TRUE,FALSE,NA,NA
"@sarahmbroom @Jette5459 @NextBestPicture @InSessionFilm @SamCoffey72 @mavericksmovies @mikemovie @jdonbirnam… https://t.co/2IQdKb8zrG",FALSE,2,"sarahmbroom",2017-10-03 20:45:06,TRUE,"915314906441936898","915316802107801600","15537962","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Road2Oscars",0,FALSE,FALSE,NA,NA
"""Whiplash"" - https://t.co/NLJVtEtuVE The movie with 5 #Oscars #nominations and a lot of #jazz Have your say!",FALSE,1,NA,2017-10-03 20:40:12,FALSE,NA,"915315570895196160",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","RodolfoGrimaldi",0,FALSE,FALSE,NA,NA
"#Role: John Charles ""Keats"" Keating#Movie: Dead Poets Society (1989)#Actor: Robin Williams#DeadPoetsSociety #RobinWilliams #Oscars",FALSE,0,NA,2017-10-03 20:40:08,FALSE,NA,"915315552586932224",NA,"<a href=""http://twitter.com"" rel=""nofollow""><U+6620><U+753B><U+306E><U+30AD><U+30E3><U+30E9><U+30AF><U+30BF><U+30FC></a>","hlhnwhel3xcohjc",1,FALSE,FALSE,NA,NA
"RT @coveo: We're working on a very secret video project with #SitecoreMVP's @jflh and @SilaouO. Is there a @Sitecore version of the #Oscars…",FALSE,0,NA,2017-10-03 20:37:43,FALSE,NA,"915314947898445824",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","jflh",2,TRUE,FALSE,NA,NA
"RT @Variety: With 'Mudbound,' Dee Rees could become the first black woman nominated for best director at the #Oscars https://t.co/LPjTeCLYs…",FALSE,0,NA,2017-10-03 20:31:54,FALSE,NA,"915313481955643392",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","MrichieSon",233,TRUE,FALSE,NA,NA
"RT @mbona30: .@knifeskillsdoc getting pre #Oscars buzz, focuses on @EdwinsCLE in Shaker Square @ChagrinDocFest @bchrostowski https://t.co/p…",FALSE,0,NA,2017-10-03 20:28:56,FALSE,NA,"915312736925601793",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","EmmaDMiller",4,TRUE,FALSE,NA,NA
"Revisiting the Visual Effects of #Okja with Bong Joon-ho at #VIFF and those Beagle eyes #Oscars https://t.co/FGTjDQjq1G",FALSE,0,NA,2017-10-03 20:25:41,FALSE,NA,"915311916506947584",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","TheGregoryE",0,FALSE,FALSE,NA,NA
"Congratulations to @KathyBurke on your continuous performance as post-2015 Ken Dodd! #ticklestickme #oscars #sorry https://t.co/3C9jpAsdHG",FALSE,0,NA,2017-10-03 20:22:09,FALSE,NA,"915311026563936258",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","GarrattDarke",0,FALSE,FALSE,NA,NA
"RT @CNNAfrica: Xhosa film ""The Wound"" entered into #Oscars race by South Africa. Here's what we said about it earlier this year: https://t.…",FALSE,0,NA,2017-10-03 20:17:10,FALSE,NA,"915309775147192320",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","HilciasR",27,TRUE,FALSE,NA,NA
"RT @GrrrGraphics: New #BenGarrison #Cartoon Irrelevance Park #Hollywood #Oscars #NFLBoycott #NFL #Emmys2017  more at https://t.co/e0eDUyTRy…",FALSE,0,NA,2017-10-03 20:16:10,FALSE,NA,"915309521102364673",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jjraegirl",878,TRUE,FALSE,NA,NA
"RT @AWAKEALERT: #FreePalestine
@StateDept @seanspicer 
Steven Seagal wears the #Palestinian shemagh scarf in his movie #CodeofHonor
#Oscars…",FALSE,0,NA,2017-10-03 20:13:19,FALSE,NA,"915308805302431754",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Livius38",8,TRUE,FALSE,NA,NA
"#hope in the midst of the unthinkable: #LifeisBeautifulmovie
@tulltheater TONIGHT 7:30
#robertobenigni
#Oscars… https://t.co/Y77jQ8N6Ek",FALSE,1,NA,2017-10-03 20:06:42,TRUE,NA,"915307140331507713",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","TullTheater",0,FALSE,FALSE,NA,NA
"@Jette5459 @NextBestPicture @sarahmbroom @InSessionFilm @SamCoffey72 @mavericksmovies @mikemovie @jdonbirnam… https://t.co/hKxonaX0VD",FALSE,2,"Jette5459",2017-10-03 20:05:23,TRUE,"915305513931374594","915306808163540992","2966823160","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Road2Oscars",0,FALSE,FALSE,NA,NA
"RT @hlhnwhel3xcohjc: #Role: Chuck Noland#Movie: Cast Away (2000)#Actor: Tom Hanks#CastAway #TomHanks #Oscars",FALSE,0,NA,2017-10-03 20:05:08,FALSE,NA,"915306746599505920",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","katsujustly",1,TRUE,FALSE,NA,NA
"We're working on a very secret video project with #SitecoreMVP's @jflh and @SilaouO. Is there a @Sitecore version o… https://t.co/QIKe3K7uBK",FALSE,8,NA,2017-10-03 20:02:58,TRUE,NA,"915306200539058176",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","coveo",2,FALSE,FALSE,NA,NA
"@NextBestPicture @Jette5459 @sarahmbroom @InSessionFilm @SamCoffey72 @mavericksmovies @mikemovie @jdonbirnam… https://t.co/9RXbtcDpUK",FALSE,3,"NextBestPicture",2017-10-03 19:57:53,TRUE,"915304367321899008","915304920965726208","949898869","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Road2Oscars",0,FALSE,FALSE,NA,NA
"#Role: Edna Spalding#Movie: Places in the Heart (1984)#Actress: Sally Field #PlacesintheHeart #SallyField #Oscars",FALSE,0,NA,2017-10-03 19:46:15,FALSE,NA,"915301994050363393",NA,"<a href=""http://twitter.com"" rel=""nofollow""><U+6620><U+753B><U+306E><U+30AD><U+30E3><U+30E9><U+30AF><U+30BF><U+30FC></a>","hlhnwhel3xcohjc",0,FALSE,FALSE,NA,NA
"#Role: Abe Karatz#Movie: Tucker: The Man and His Dream (1988)#Actor: Martin Landau#Tucker #TheManandHisDream #MartinLandau #Oscars",FALSE,0,NA,2017-10-03 19:27:45,FALSE,NA,"915297340289835008",NA,"<a href=""http://twitter.com"" rel=""nofollow""><U+6620><U+753B><U+306E><U+30AD><U+30E3><U+30E9><U+30AF><U+30BF><U+30FC></a>","hlhnwhel3xcohjc",0,FALSE,FALSE,NA,NA
